CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,StringencyIndex_Average_ForDisplay,GovernmentResponseIndex_Average,GovernmentResponseIndex_Average_ForDisplay,ContainmentHealthIndex_Average,ContainmentHealthIndex_Average_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220625,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,588177,4611,V,71.40,16.27,16.27,29.46,29.46,30.10,30.10,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220626,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,588177,4611,V,71.40,16.27,16.27,29.46,29.46,30.10,30.10,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220627,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,588177,4611,V,71.40,16.27,16.27,29.46,29.46,30.10,30.10,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220628,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,588177,4611,V,71.40,16.27,16.27,29.46,29.46,30.10,30.10,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220629,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,2.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,588177,4611,V,71.40,16.27,16.27,29.46,29.46,30.10,30.10,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220630,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,588177,4611,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220701,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,588177,4611,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220702,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,589215,4622,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220703,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,589215,4622,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220704,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,589215,4622,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220705,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,589215,4622,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220706,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,589215,4622,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220707,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,589215,4622,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220708,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,589215,4622,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220709,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,590555,4640,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220710,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,590555,4640,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220711,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,590555,4640,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220712,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,590555,4640,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220713,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,590555,4640,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220714,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,590555,4640,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220715,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,590555,4640,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220716,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,592061,4653,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220717,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,1,592061,4653,V,75.00,15.97,15.97,27.21,27.21,27.53,27.53,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220718,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,592061,4653,V,75.00,15.97,15.97,27.21,27.21,27.53,27.53,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220719,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,592061,4653,V,75.00,15.97,15.97,27.21,27.21,27.53,27.53,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220720,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,592061,4653,V,75.00,15.97,15.97,27.21,27.21,27.53,27.53,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220721,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,592061,4653,V,75.00,15.97,15.97,27.21,27.21,27.53,27.53,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220722,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,592061,4653,V,75.00,15.97,15.97,27.21,27.21,27.53,27.53,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220723,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,593851,4667,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220724,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,593851,4667,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220725,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,593851,4667,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220726,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,593851,4667,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220727,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,593851,4667,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220728,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,593851,4667,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220729,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,593851,4667,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220730,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,595522,4688,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220731,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,595522,4688,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220801,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,595522,4688,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220802,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,595522,4688,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220803,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,595522,4688,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220804,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,595522,4688,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220805,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,595522,4688,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220806,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,597230,4719,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220807,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,597230,4719,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220808,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,597230,4719,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220809,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,597230,4719,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220810,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,597230,4719,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220811,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,597230,4719,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220812,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,597230,4719,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220813,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,598963,4738,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220814,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,598963,4738,V,75.10,15.96,15.96,27.21,27.21,27.52,27.52,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220815,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,598963,4738,V,75.10,15.96,15.96,27.21,27.21,27.52,27.52,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220816,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,598963,4738,V,75.10,15.96,15.96,27.21,27.21,27.52,27.52,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220817,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,598963,4738,V,75.10,15.96,15.96,27.21,27.21,27.52,27.52,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220818,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,598963,4738,V,75.10,15.96,15.96,27.21,27.21,27.52,27.52,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220819,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,598963,4738,V,75.10,15.96,15.96,27.21,27.21,27.52,27.52,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220820,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,600492,4773,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220821,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,600492,4773,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220822,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,600492,4773,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220823,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,600492,4773,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220824,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,600492,4773,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220825,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,600492,4773,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220826,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,600492,4773,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220827,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,601892,4800,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220828,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,601892,4800,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220829,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,601892,4800,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
Canada,CAN,Alberta,CAN_AB,STATE_TOTAL,20220830,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,1.00,1.00,,0.00,1.00,1,5.00,1,1.00,1,,1,3,0-4 yrs,0-4 yrs,2,2,2,2,5,0,601892,4800,V,71.40,16.27,16.27,27.38,27.38,27.72,27.72,25.00,25.00
